id,title,authority,country,region,topic,document_type,date,year,month,sentiment,sentiment_score,risk_level,risk_score,document_length,confidence_score,status,content,url,language,tags
2046,"Department of Energy Quantum Leadership Act of 2024, Section 2",United States Congress,United States,Federal government,U.S. federal laws,Law/Act,2025-01-03,2025,1,positive,0.7506,low,0.0,200,0.5,Defunct,"SEC. 2. Department of Energy quantum information science research program. Section 401 of the National Quantum Initiative Act (15 U.S.C. 8851) is amended— (1) by striking subsection (a) and inserting the following: “(a) In general.—The Secretary of Energy shall carry out a research, development, and demonstration program on quantum information science, engineering, and technology.”; (2) in subsection (b)— (A) in paragraph (1), by inserting “, engineering, and technology” after “science”; (B) in paragraph (2), by inserting “, engineering, and technology” after “science”; (C) by striking paragraph (3) and inserting the following: “(3) provide research experiences and training for additional undergraduate and graduate students in quantum information science, engineering, and technology, including in the fields specified in paragraph (4);”; (D) by redesignating paragraphs (3) through (5) as paragraphs (5) through (7), respectively; (E) by inserting after paragraph (2) the following: “(3) operate National Quantum Information Science Research Centers under section 402 to accelerate and scale scientific and technical breakthroughs in quantum information science, engineering, and technology, and maintain state-of-the-art infrastructure for quantum researchers and industry partners; “(4) conduct cooperative basic and applied research with industry, National Laboratories, institutions of higher education, and other research institutions to facilitate the development, demonstration, and",https://www.congress.gov/bill/118th-congress/senate-bill/4932/text,en,
2047,City of San Jose Artificial Intelligence Policy 1.7.12,"San Jose, CA",United States,Local governments,U.S. state and local documents,Policy/Guidance,2024-06-28,2024,6,positive,0.9726,medium,0.5,229,0.7,Enacted,"Artificial Intelligence (AI) Policy 1.7.12 PURPOSE This policy establishes a governance structure that allows the City of San José (hereafter referred to as “City”) to utilize Artificial Intelligence (AI) and AI systems (systems) while providing the necessary safeguards for purposeful and responsible use. The key objectives of the AI Policy are to: • Provide guidance that is clear, easy to follow, and supports decision-making for the staff, interns, consultants, contractors, partners, and volunteers who may be purchasing, configuring, developing, using, maintaining, or leveraging AI to provide services to the City; • Ensure that the use of AI systems adheres to the Guiding Principles with regard to how systems are purchased, configured, developed, operated, or maintained; • Define roles and responsibilities related to the usage of AI; • Establish and maintain processes to assess and manage risks presented by AI; • Align the governance of AI with existing data governance, security, and privacy measures in accordance with the City’s Information and Systems Security Policy and City Council’s Digital Privacy Policy; • Define prohibited uses of AI systems; • Establish “sunset” procedures to safely retire systems that no longer meet the needs of the City; and • Define how AI may be used for legitimate purposes in accordance with applicable local, state, and federal laws, and existing agency policies. AI systems and the data contained therein will be purchased, configured, developed",https://www.sanjoseca.gov/home/showpublisheddocument/112981/638593035034930000,en,"Risk factors: Reliability, Risk factors: Transparency, Risk factors: Bias, Risk factors: Privacy, Risk factors: Security, Strategies: Evaluation, Strategies: Government support, Strategies: Government support: AI workforce-related, Strategies: Performance requirements, Strategies: Disclosure, Strategies: Disclosure: In deployment, Harms: Violation of civil or human rights, including privacy, Risk factors: Safety, Harms: Harm to health/safety, Harms: Detrimental content"
2050,Alabama Executive Order No. 738,Alabama,United States,State governments,U.S. state and local documents,Executive Order,2024-02-08,2024,2,positive,0.9926,low,0.0,237,0.5,Enacted,"WHEREAS the State of Alabama is a pioneer in the development and use of advanced technologies, from manufacturing nanotechnology to empowering mankind to walk on the moon; WHEREAS Generative Artificial Intelligence (“GenAI”) represents a significant step forward in technology that will transform the way that the State and the world conduct business and serve the public; WHEREAS GenAI has the potential to catalyze innovation and the rapid development of a wide range of benefits for Alabamians, but must be deployed carefully to mitigate and guard against a new generation of risks; WHEREAS responsible and ethical use of GenAI should be conducted within a governance structure that ensures transparency, tests for bias, addresses privacy concerns, and safeguards our values; WHEREAS the State of Alabama seeks to realize the potential benefits of GenAI for the good of all Alabamians, through the development and deployment of GenAI tools that improve the delivery of services, while balancing the benefits and risks of these new technologies; WHEREAS the people of Alabama demand and expect that their state government operate in the most efficient way possible; and WHEREAS the Alabama state workforce is vital to Alabama’s continued prosperity and the State seeks to harness the potential of GenAI for the benefit of the state government workforce; NOW, THEREFORE, I, Kay Ivey, Governor of the State of Alabama, by virtue of the authority vested in me by the Constitution and laws of the State",https://governor.alabama.gov/assets/2024/02/EO-738-Artificial-Intelligence.pdf,en,
2052,California Executive Order N-12-23,California,United States,State governments,U.S. state and local documents,Executive Order,2023-09-06,2023,9,positive,0.9618,high,0.7222,225,0.7,Enacted,"WHEREAS the State of California is a global leader in innovation, research, development, human capital, and entrepreneurship; and WHEREAS Generative Artificial Intelligence (""GenAI"") represents a significant leap forward in technology, by generating novel text, images, and other content, which will transform the way that the State and the world conduct business and serve the public; and WHEREAS GenAI has the potential to catalyze innovation and the rapid development of a wide range of benefits for Californians and the California economy, such as advances in medicine, wildfire forecasting and prevention, and climate science, and to push the bounds of human creativity and capacity; and WHEREAS California is leading the world in GenAI innovation and research, and is home to 35 of the world's top 50 Artificial Intelligence (""Al"") companies; and WHEREAS San Francisco and San Jose are dominating this technological revolution, accounting for a quarter of all Al patents, conference papers, and companies globally; and WHEREAS the State of California endeavors to continue leading the world in the responsible development, adoption, and implementation of new technologies for the benefit of all Californians and the California economy; and WHEREAS GenAI can enhance human potential and creativity but must be deployed and regulated carefully to mitigate and guard against a new generation of risks; and WHEREAS the State of California is committed to accuracy, reliability, and ethical outcomes",https://www.gov.ca.gov/wp-content/uploads/2023/09/AI-EO-No.12-_-GGN-Signed.pdf,en,"Strategies: Government study or report, Strategies: Governance development, Strategies: Evaluation: Impact assessment, Strategies: Evaluation: Post-market monitoring, Harms: Harm to health/safety, Harms: Violation of civil or human rights, including privacy, Risk factors: Safety, Applications: Government: other applications/unspecified, Risk factors: Transparency, Strategies: Evaluation, Applications: Government: benefits and welfare, Harms: Financial loss, Risk factors: Security, Risk factors: Security: Cybersecurity, Harms: Harm to infrastructure"
2058,Georgia Technology Authority Artificial Intelligence Responsible Use (SS-23-002),Georgia,United States,State governments,U.S. state and local documents,State/Local Law or Policy,2024-12-01,2024,12,positive,0.8843,low,0.0,209,0.5,Enacted,"PURPOSE As artificial intelligence (AI) technology continues to evolve and further integrates itself into the core of daily business operations, it becomes imperative for the State to engage with AI in an ethical, trustworthy and responsible manner. This Standard seeks to provide support of the appropriate use of AI tools, while mitigating the risks and undesired outcomes, including AI misapplication, unethical consequences, inherent biases, inaccuracies, and breaches of information security. It also delineates the protocols for the deployment of AI, Generative AI, Deep Learning, and Machine Learning tools within government services and operations, with special emphasis on their utilization in conjunction with sensitive data and state information. SCOPE and AUTHORITY O.C.G.A 50-25-4(a)(8) – State Government, Georgia Technology, General Powers O.C.G.A 50-25-4(a)(20) - State Government, Georgia Technology, General Powers PM-04-001 – Information Technology Policies, Standards and Guidelines PS-08-005 – Enterprise Information Security Policy TERMS AND DEFINITIONS Agency - every state department, agency, board, bureau, commission, and authority but shall not include any agency within the judicial or legislative branch of state government, the Georgia Department of Defense, departments headed by elected constitutional officers of the state, or the University System of Georgia and shall also not include any authority statutorily required to effectuate the provisions of Part 4 of Art",https://gta-psg.georgia.gov/psg/artificial-intelligence-responsible-use-ss-23-002,en,
2062,Maryland State Executive Order 01.01.2024.02,Maryland,United States,State governments,U.S. state and local documents,Executive Order,2024-01-08,2024,1,positive,0.9933,low,0.0,221,0.5,Enacted,"Catalyzing the Responsible and Productive Use of Artificial Intelligence in Maryland State Government WHEREAS, Artificial intelligence (AI) is transforming society and work in myriad ways, and the pace of that change will continue to accelerate - unlocking new opportunities and risks for Maryland's residents, workers, and economy; WHEREAS, To meet the moment, the State must begin its work to ensure the use of AI in Maryland state government is responsible, ethical, beneficial, and trustworthy; WHEREAS, Maryland is home to a rich and growing AI ecosystem of academic, industry, government, and civil society experts, researchers, builders, organizers, and stakeholders; WHEREAS To foster an environment for innovation while respecting individuals, employees, and civil rights, as AI technologies are developed and evolve, they should be analyzed and monitored by government officials, industry experts, consumer protection advocates, and other stakeholders; WHEREAS Given the rapid rate of change in AI technologies and industry, the State must chart a principled yet adaptable, pragmatic path forward, so that the technology's benefits can be confidently harnessed on behalf of Marylanders and in service of our mission to Leave No One Behind; and WHEREAS, Leaders across Maryland government share a common interest in establishing effective AI governance, and are committed to working together to develop the legal and policy framework for its responsible use in the State. NOW, THEREFORE, I,",https://governor.maryland.gov/Lists/ExecutiveOrders/Attachments/31/EO%2001.01.2024.02%20Catalyzing%20the%20Responsible%20and%20Productive%20Use%20of%20Artificial%20Intelligence%20in%20Maryland%20State%20Government_Accessible.pdf,en,
2066,Mississippi Senate Bill 2062,Mississippi,United States,State governments,U.S. state and local documents,Law/Act,2025-03-29,2025,3,positive,0.8885,low,0.0,232,0.5,Defunct,"BE IT ENACTED BY THE LEGISLATURE OF THE STATE OF MISSISSIPPI: SECTION 1. This act shall be known and may be cited as the ""Artificial Intelligence in Education Task Force Act."" SECTION 2. The purpose of this act is to establish an Artificial Intelligence (""AI"") in Education Task Force within the state to evaluate the potential applications of artificial intelligence in K-12 and to develop policy recommendations for responsible and effective uses by students and educators. The task force may also identify workforce needs related to AI and provide policy recommendations to ensure the state develops education and workforce training programs that align with changing industry needs. SECTION 3. (1) The State Superintendent of Education shall serve as the Chair of the Task Force. The Department of Education shall provide administrative support for the task force, including, but not limited to, developing agendas, coordinating meetings and drafting reports for task force feedback. (2) The task force shall include members who possess knowledge or expertise in the following fields: education, technology, AI, ethics, data privacy, industry demands, state and local policy, and state procurement. (3) The task force shall consist of twelve (12) members, as follows: (a) The Governor shall appoint four (4) members to the committee, as follows: (i) A representative from the State Board of Education; (ii) A representative from an institution of higher learning; (iii) A representative of the Mis",https://billstatus.ls.state.ms.us/documents/2024/html/SB/2001-2099/SB2062PS.htm,en,
2067,North Carolina State Government Responsible Use of Artificial Intelligence Framework,North Carolina,United States,State governments,U.S. state and local documents,State/Local Law or Policy,2024-08-21,2024,8,positive,0.9952,low,0.0,206,0.5,Enacted,"[table of contents omitted] Introduction Artificial intelligence (AI) is a broad term used to describe an engineered system where machines learn from experience, adjusting to new inputs, and potentially performing tasks previously done by humans. More specifically, it is a field of computer science dedicated to simulating intelligent behavior in computers. It may include automated decision-making (International Association of Privacy Professionals, Glossary, https://iapp.org/resources/glossary, 2024). 1 The state has leveraged certain AI technologies when building out its analytic capabilities to support improved insights. These technologies have the potential to transform society, drive economic growth, support scientific advancement, and help government serve people more effectively and efficiently. They also pose risks that can negatively impact people, organizations, and society. The State Chief Information Officer supports the use of AI, where appropriate, to improve government innovation, operations, and services in a manner that benefits the people, fosters public trust, builds confidence in AI, protects our state’s values, and remains consistent with all applicable laws. Opportunities for designing, developing, acquiring, and using AI should be sought to improve state government while carefully considering potential risks and how they could best be assessed and managed. 1 IAPP's definition provides a high-level summary of AI definitions found in NIST's The Language of",https://it.nc.gov/documents/nc-state-government-responsible-use-artificial-intelligence-framework/download?attachment,en,
2068,State of North Dakota Artificial Intelligence Policy,North Dakota,United States,State governments,U.S. state and local documents,Policy/Guidance,2024-02-08,2024,2,positive,0.991,low,0.0,214,0.5,Enacted,"[footnotes omitted] INTRODUCTION 1.0 PURPOSE The purpose of the Artificial Intelligence (AI) Policy is to embrace the innovative benefits AI can provide to increase productivity and citizen experience, while reducing risks and concerns in using this emerging technology. This policy protects the safety, privacy, and intellectual property rights of the State of North Dakota by ensuring all forms of AI are handled in a transparent, consistent, responsible, ethical and secure manner. 2.0 BACKGROUND Artificial Intelligence develops data processing systems that perform functions normally associated with human intelligence, such as reasoning, learning, and self-improvement. Generative AI is a prevalent example of AI and includes examples such as chatbots, virtual assistants, and other systems based on it, including: • Standalone systems (i.e. OpenAI – ChatGPT, DALL-E, Microsoft Copilot), • Integrated as features within search engines (i.e. Microsoft Bing chat, Google Bard), or • Embedded in other software tools. Generative AI tools can enhance productivity by assisting with tasks, like drafting documents, editing text, generating ideas, creating images, and software coding. However, these technologies also come with potential risks that include inaccuracies, bias, and unauthorized use of intellectual property in generated content. Content created by AI, and the public availability of information submitted to AI, could pose security and privacy concerns. The State of North Dakota con",https://www.ndit.nd.gov/sites/www/files/documents/Policies/artificial_intelligence_policy_2024.pdf,en,
2069,State of New Hampshire Use of Artificial Intelligence Technologies Policy,New Hampshire,United States,State governments,U.S. state and local documents,Policy/Guidance,2024-11-12,2024,11,positive,0.9584,low,0.0,213,0.5,Enacted,"1. Purpose This policy, guided by the New Hampshire Code of Ethics for the Use and Development of Generative Artificial Intelligence and Automated Decision Systems (AI System) outlines the principles, guidelines, and requirements for the responsible and ethical use of various AI technologies across State Government Departments and Agencies, with a strong emphasis on protecting Personal Identifying Information (PII) and restricted or sensitive data. This policy is part of the library of Statewide processes that supports the State of New Hampshire’s information security program that is collectively referred to as the Statewide Information Security Manual, or “SISM”. The SISM is applicable to all Departments, Agencies, Commissions, Boards, Bodies, or other instrumentalities of the Executive Branch of New Hampshire State Government. 2. Applicability All New Hampshire State Employees and affiliates are responsible and accountable to their supervisor and Agency Head to adhere to the following principles when using AI to enable the delivery of government services: • Human-Centric Approach: A human-centric approach shall be used to develop and deploy AI technologies, prioritizing the well-being, rights, and interests of users and stakeholders. • Transparency and Accountability: All AI systems used by State Government shall be transparent, explainable, and accountable, especially when handling PII and sensitive data. • Fairness and Nondiscrimination: AI technologies shall be designed",https://mm.nh.gov/files/uploads/doit/documents/sonh-use-of-artificial-intelligence-technologies-policy.pdf,en,
2070,New Jersey Executive Order No. 346,New Jersey,United States,State governments,U.S. state and local documents,Executive Order,2023-10-10,2023,10,positive,0.9896,low,0.0,211,0.5,Enacted,"WHEREAS, New Jersey has a long history of leading the next frontiers of discovery and is a national leader for innovation and the development of new technologies; and WHEREAS, New Jersey endeavors to foster an environment for continued investment, advancement, and economic potential for New Jersey residents, companies, and public institutions; and WHEREAS, New Jersey is a hub for commercial activity, business formation, and research and development involving artificial intelligence, including generative artificial intelligence technologies, which generate new content – such as textual, visual, spoken, or musical content – in response to user inputs of data; and WHEREAS, universities in New Jersey are institutional leaders in research and development and discoveries in the studies of new artificial intelligence technologies; and WHEREAS, New Jersey is a trailblazer in the pharmaceutical, biotechnology, and life sciences industries, among other sectors, which have the opportunity to apply artificial intelligence technologies to advance medical and scientific breakthroughs; and WHEREAS, the use of artificial intelligence technologies is advancing at an unprecedented pace and has the potential to be transformative across public and private sectors; and WHEREAS, New Jersey aspires to harness new artificial intelligence technologies and realize their benefits to better serve all New Jersey residents, encourage innovation and economic growth, and promote social and economic equity;",https://nj.gov/infobank/eo/056murphy/pdf/EO-346.pdf,en,
2074,State of Ohio Administrative Policy on AI,Ohio,United States,State governments,U.S. state and local documents,Policy/Guidance,2023-12-04,2023,12,positive,0.9823,low,0.0,222,0.5,Enacted,"[footnotes and tables omitted] I. Purpose The purpose of this policy is to provide statewide planning, implementation, procurement, security, privacy, and governance requirements forthe use of Artificial Intelligence (AI). The policy authorizes the implementation of AI, while establishing an operational framework that will assist in protecting Ohioans’ Data and the Integrity and Quality of the information delivered through AI solutions. The first occurrence of a defined term in the policy is in bold, italic type, and is hyperlinked to the definition in Section IV. II. Scope This policy applies to all state agencies, boards, and commissions under the authority of the Governor (collectively referred to as Agency or Agencies). III. Policy While AI can deliver significant business value to the State of Ohio, responsible implementation requires a deliberate and detailed approach. Agencies considering the implementation of AI shall ensure that processes are in place to effectively manage the technology and achieve the desired results. This policy details the requirements for integrating AI technologies into state solutions. A. AI Solution Development: As part of AI planning and implementation, Agencies shall follow the iterative activities outlined below: 1. Defining a formal process for identifying, documenting, reviewing, and approving AI use cases. Agency use cases and solutions shall align with the core AI Principles. 2. Submission of Agency approved use cases to the AI Council",https://das.ohio.gov/wps/wcm/connect/gov/de987825-6f6d-41e7-86b9-31c957551975/IT-17.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_M1HGGIK0N0JO00QO9DDDDM3000-de987825-6f6d-41e7-86b9-31c957551975-oMRScaB,en,
2081,Rhode Island Executive Order 24-06,Rhode Island,United States,State governments,U.S. state and local documents,Executive Order,2024-02-29,2024,2,positive,0.9485,low,0.0,210,0.5,Enacted,"WHEREAS, a modern government requires access to timely and accurate data to make informed decisions and maximize the effectiveness and efficiency of public programs; WHEREAS, external researchers have a substantial interest in government data to improve public understanding and programs; WHEREAS, state agencies create, acquire, use, and maintain substantial amounts of data in their operations, with data stored on numerous systems or platforms; WHEREAS, the integrity, confidentiality and availability of data must be maintained in accordance with federal and state laws, regulations and policies; WHEREAS, the Rhode Island Longitudinal Data System (RILDS) Executive Board, established by R.I. Gen. Laws § 42-165-5, issued the Rhode Island Data Governance Program Plan on November 1, 2023; WHEREAS, Rhode Island has two platforms that integrate data to improve state operations, the Office of Post Secondary Commissioner (OPC) RILDS and the Executive Office of Health and Human Services (EOHHS) Ecosystem; WHEREAS, the federal Family Educational Rights and Privacy Act and its accompanying regulations (“FERPA”) govern the access to and disclosure of personally identifiable information from student education records, which includes those records and data developed and maintained by OPC, Rhode Island Department of Education (RIDE), and other educational agencies and institutions which receive federal funding; WHEREAS, the federal Health Insurance Portability and Accountability Act (“HIPAA”)",https://governor.ri.gov/executive-orders/executive-order-24-06,en,
2089,"Vermont Agency of Digital Services Report regarding Inventory of Artificial Intelligence Usage, pursuant to 3 V.S.A. § 3305",Vermont,United States,State governments,U.S. state and local documents,State/Local Law or Policy,2022-12-01,2022,12,positive,0.9698,low,0.0,223,0.5,Enacted,"[AI Inventory chart excluded] I. Background In May of 2022 the Legislature passed H410/Act 132, an Act relating to the use and oversight of Artificial Intelligence in State Government. Section 3 created an inventory of “automated decision systems being developed, employed, or procured by State Government.” Section 4 describes a report including “recommendations for any changes to the inventory, including how it should be maintained, the frequency of updates, and remediation measures needed to address systems deemed problematic.” While the inventory itself will be maintained on an ongoing basis, this report documents initial findings and makes recommendations for the questions described above. Artificial Intelligence systems (AI) in use by the State of Vermont are considered as a component of the human system and processes they enable. Artificial Intelligences must be designed, developed, implemented, and used as a part of human processes. They must be monitored to ensure the process as a whole is meeting standards and expectations. The goal of this inventory as it is being collected by the Agency of Digital Services Division of Artificial Intelligence is to identify the systems and processes that use artificial intelligence, especially where such usage could have impacts on Vermonters. II. Recommendations A. Inventory Maintenance The Inventory of Artificial Intelligence Usage should be maintained by the Division of Artificial Intelligence within the Agency of Digital Services",https://legislature.vermont.gov/assets/Legislative-Reports/Agency-of-Digital-Services-Report-on-AI-Inventory.pdf,en,
2092,Wisconsin Executive Order #211,Wisconsin,United States,State governments,U.S. state and local documents,Executive Order,2023-08-23,2023,8,positive,0.9781,low,0.0,207,0.5,Enacted,"EXECUTIVE ORDER #211 Relating to the Creation of the Governor’s Task Force on Workforce and Artificial Intelligence WHEREAS, Wisconsin is experiencing one of the strongest economic periods in state history, evidenced by the state’s record-low unemployment rate of 2.4 percent in May, and in July, record-high labor force participation and a Wisconsin record for total nonfarm jobs with 3,007,200; WHEREAS, artificial intelligence technology has the potential to reshape labor markets, and Wisconsin is well-positioned to ensure this transition is an opportunity for all Wisconsin workers, employers, and job seekers; WHEREAS, this administration continues to invest in education and technical training, developing Wisconsin’s workforce and tailoring programming to the needs of employers and prospective employees, and putting forward solutions to train and upskill Wisconsinites to fill family-sustaining jobs across the state; WHEREAS, artificial intelligence systems, the next generation of technology being produced, can learn from data without being explicitly programmed, create new content, and predict future outcomes; WHEREAS, artificial intelligence systems are increasingly being used in a range of industries important to Wisconsin, from manufacturing and healthcare to education, transportation, and agriculture, among other sectors key to Wisconsin’s future economic success; WHEREAS, due to the novelty of the technology that is being developed and implemented, Wisconsin must identify",https://content.govdelivery.com/attachments/WIGOV/2023/08/23/file_attachments/2591849/Evers_EO211.pdf,en,
2096,Measures for Labeling of AI-Generated Synthetic Content,Chinese central government,China,China,Chinese law and policy,Other,2025-03-07,2025,3,positive,0.9681,low,0.1667,198,0.7,Enacted,"Measures for Labeling of AI-Generated Synthetic Content Article 1: These Measures are drafted on the basis of the PRC Cybersecurity Law, the Provisions on the Management of Algorithmic Recommendations in Internet Information Services, the Provisions on the Administration of Deep Synthesis Internet Information Services, the Measures on the Administration of Generative Artificial Intelligence Services, and other relevant laws, administrative regulations, and departmental rules, so as to promote the healthy development of artificial intelligence, standardize the labeling of AI-generated synthesized content, protect the lawful rights and interests of citizens, legal persons, and other organizations, and preserve the societal public interest. Article 2: These Measures apply to the labeling of AI-generated synthetic content by Online information service providers that meet the requirements of the Provisions on the Management of Algorithmic Recommendations in Internet Information Services, the Provisions on the Administration of Deep Synthesis Internet Information Services, the Measures on the Administration of Generative Artificial Intelligence Services (hereinafter ""service providers""). Article 3: ""AI-generated synthetic content"" refers to text, images, audio, video, virtual scenes, or other information that is generated or synthesized using AI technology. The labeling of AI-generated synthetic content includes explicit and implicit labeling. ""Explicit labels"" refers to labels add",https://www.chinalawtranslate.com/en/ai-labeling/,en,"Harms: Violation of civil or human rights, including privacy, Applications: Broadcasting and media production, Strategies: Disclosure, Strategies: Disclosure: In deployment, Strategies: Disclosure: In standard form, Risk factors: Transparency, Strategies: Disclosure: About inputs, Strategies: Disclosure: Accuracy thereof, Strategies: Evaluation, Strategies: Evaluation: Conformity assessment, Incentives: Civil liability, Risk factors: Safety"
2097,Texas Responsible Artificial Intelligence Governance Act (HB 149),Texas,United States,State governments,Editors' Picks,Law/Act,2025-06-22,2025,6,positive,0.9875,medium,0.3889,226,0.7,Enacted,"AN ACT relating to the regulation of the use of artificial intelligence systems in this state; providing civil penalties. BE IT ENACTED BY THE LEGISLATURE OF THE STATE OF TEXAS: SECTION 1. This Act may be cited as the Texas Responsible Artificial Intelligence Governance Act SECTION 2. Title 11, Business & Commerce Code, is amended by adding Subtitle D to read as follows: SUBTITLE D. ARTIFICIAL INTELLIGENCE PROTECTION CHAPTER 551. ARTIFICIAL INTELLIGENCE PROTECTION SUBCHAPTER A. GENERAL PROVISIONS Sec. 551.001. DEFINITIONS. In this chapter: (1) ""Artificial intelligence system"" means the use of machine learning and related technologies that use data to train statistical models for the purpose of enabling computer systems to perform tasks normally associated with human intelligence or perception, such as computer vision, speech or natural language processing, and content generation. (2) ""Biometric identifier"" means a retina or iris scan, fingerprint, voiceprint, or record of hand or face geometry. (3) ""Council"" means the Artificial Intelligence Council established under Chapter 553. (4) ""Consumer"" means an individual who is a resident of this state acting only in an individual or household context. The term does not include an individual acting in a commercial or employment context. (5) ""Deploy"" means to put into effect or commercialize. (6) ""Deployer"" means a person doing business in this state that deploys an artificial intelligence system. (7) ""Developer"" means a person doing",https://www.legis.state.tx.us/tlodocs/89R/billtext/html/HB00149I.htm,en,"Strategies: Tiering, Strategies: Tiering: Tiering based on domain of application, Strategies: Disclosure, Strategies: Disclosure: In deployment, Strategies: Disclosure: In standard form, Risk factors: Transparency, Harms: Harm to health/safety, Harms: Violation of civil or human rights, including privacy, Applications: Government: other applications/unspecified, Strategies: Input controls, Strategies: Input controls: Data use, Harms: Discrimination, Strategies: Governance development, Strategies: Disclosure: About inputs, Strategies: Disclosure: About evaluation"
2098,Guiding Opinions on Strengthening the Governance of Science and Technology Ethics (Draft for Feedback),Chinese central government,China,China,Chinese law and policy,Other,2021-07-28,2021,7,positive,0.989,low,0.0,215,0.5,Proposed,"Guiding Opinions on Strengthening the Governance of Science and Technology Ethics (Draft for Feedback) Scientific and technological (S&T) ethics is the application of ethical thinking to scientific research, technology development, and other S&T activities. It is the value concepts and behavioral norms that S&T activities must abide by, and an important assurance for the healthy development of S&T undertakings. The following opinions are put forward in order to further strengthen the governance of S&T ethics, effectively prevent ethical risks that S&T innovation may bring about, promote science and technology for good ends, and achieve a high level of S&T self-reliance (自立自强). I. Overall Requirements (1) Guiding ideology. Taking Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era as the guide, comprehensively implementing the spirit of the 19th Party Congress and the Second, Third, Fourth, and Fifth Plenums of the 19th Chinese Communist Party (CCP) Central Committee, and conscientiously putting into practice the decisions and arrangements of the CCP Central Committee and the State Council, we shall accelerate the construction of an S&T ethics system with Chinese characteristics, and improve the institutions and mechanisms of S&T ethics governance with multilateral participation and collaborative governance; adhering to the governance principles of unifying innovation promotion and risk prevention, and of combining institutional regulation and self-restr",https://cset.georgetown.edu/wp-content/uploads/t0613_science_ethics_opinions_draft_EN.pdf,en,
2099,(Trial) Measures for Science and Technology Ethics Reviews (Draft for Feedback),Chinese central government,China,China,Chinese law and policy,Other,2023-04-04,2023,4,positive,0.9825,low,0.0,215,0.5,Proposed,"(Trial) Measures for Scientific and Technological Ethics Reviews (Draft for Feedback) Chapter 1 General Provisions Article 1 [Purpose and Basis] These Measures have been formulated in accordance with the Law of the People’s Republic of China on Progress of Science and Technology, the Opinions on Strengthening the Governance of Science and Technology Ethics, and other laws and regulations and relevant provisions, in order to regulate scientific and technological (S&T) ethics reviews in scientific research, technology development, and other S&T activities, strengthen the prevention and control of S&T ethical risks, and promote responsible innovation. Article 2 [Ethical Requirements of S&T Activities] Those carrying out S&T activities shall adhere to the unity of advancing innovation and preventing risks, objectively assess and treat with caution uncertainties and S&T application risks, abide by the S&T ethics principles of promoting human well-being, respecting the right to life, upholding fairness and justice, reasonably controlling risks, and maintaining openness and transparency, and comply with S&T ethics norms. Article 3 [Scope of Application] The following S&T activities shall be subject to S&T ethics reviews in accordance with these Measures: (1) S&T activities involving human beings, including testing, surveys, observational studies, etc., in which human participants are involved in research, as well as the use of human genes, human embryos, human biological samples, pe",https://cset.georgetown.edu/wp-content/uploads/t0611_science_ethics_trial_measures_draft_EN.pdf,en,
2107,Illinois House Bill 2557 (2019),Illinois,United States,State governments,U.S. state and local documents,Law/Act,2019-02-13,2019,2,positive,0.9615,low,0.0,222,0.5,Enacted,"Be it enacted by the People of the State of Illinois, represented in the General Assembly: Section 1. Short title. This Act may be cited as the Artificial Intelligence Video Interview Act. Section 5. Disclosure of the use of artificial intelligence analysis. An employer that asks applicants to record video interviews and uses an artificial intelligence analysis of the applicant-submitted videos shall do all of the following when considering applicants for positions based in Illinois before asking applicants to submit video interviews: (1) Notify each applicant before the interview that artificial intelligence may be used to analyze the applicant's video interview and consider the applicant's fitness for the position. (2) Provide each applicant with information before the interview explaining how the artificial intelligence works and what general types of characteristics it uses to evaluate applicants. (3) Obtain, before the interview, consent from the applicant to be evaluated by the artificial intelligence program as described in the information provided. An employer may not use artificial intelligence to evaluate applicants who have not consented to the use of artificial intelligence analysis. Section 10. Sharing videos limited. An employer may not share applicant videos, except with persons whose expertise or technology is necessary in order to evaluate an applicant's fitness for a position. Section 15. Destruction of videos. Upon request from the applicant, employers, wit",https://www.ilga.gov/legislation/fulltext.asp?DocName=&SessionId=108&GA=101&DocTypeId=HB&DocNum=2557&GAID=15&LegID=&SpecSess=&Session=,en,
